USERNAME,PASSWORD,RECIPIENTID,NAME,INCIDENT_ID
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8292809
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8268489
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8257369
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8248156
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:8247703
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:8247703
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8233183
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8233183
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8226694
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8223441
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:8223198
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:8223107
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8218099
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8211968
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8209072
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8206963
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8206963
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8182214
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8182214
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8176377
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:8158927
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:8156999
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:8156999
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8139500
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8139500
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8117455
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8115789
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:8112831
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:8101615
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:8089589
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:8082869
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:8082869
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8049284
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8049284
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8048282
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8048282
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8036462
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:8035376
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:8002327
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7982767
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:7982030
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:7970772
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:7970772
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:7941658
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:7941658
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7940009
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:7914317
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:7900686
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:7900686
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7883537
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7883537
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:7881659
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:7881659
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:7878906
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:7877533
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:7877533
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:7877228
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7868639
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7868639
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:7832055
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:7832055
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:7788869
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:7788869
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7770017
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7720679
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7710613
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:7688127
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7675397
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7675397
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7655975
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:7640091
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:7640029
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:7597176
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7552296
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7552296
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7527818
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:7493575
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:7493125
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:7493125
CIP_PERF1608,pmcng928,66457,THE BOYD GROUP (U.S.) INC,cc:7479831
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:7458615
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7363162
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:7353449
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:7353449
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7350852
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:7329488
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7273299
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:7263621
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7158208
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7151869
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:7151869
CIP_PERF1608,pmcng928,66457,THE BOYD GROUP (U.S.) INC,cc:7100815
CIP_PERF1608,pmcng928,66457,THE BOYD GROUP (U.S.) INC,cc:6990884
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:6977410
CIP_PERF1608,pmcng928,66457,GERBER COLLISION & GLASS,cc:6938289
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:6936938
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6865649
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6865649
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:6832480
CIP_PERF1608,pmcng928,66457,GERBER COLLISION & GLASS,cc:6820018
CIP_PERF1608,pmcng928,66457,GERBER COLLISION & GLASS,cc:6820018
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:6788762
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6719374
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:6649466
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:6649466
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6639714
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6639714
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6595699
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6595699
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:6579863
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:6579863
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:6577270
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6546300
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6525094
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6525094
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:6456205
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:6436982
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:6436982
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:6291447
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:6291447
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6264373
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6264373
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6249330
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:6249330
CIP_PERF1608,pmcng928,66457,GERBER COLLISION & GLASS,cc:6185769
CIP_PERF1608,pmcng928,66457,GERBER COLLISION & GLASS,cc:6157582
CIP_PERF1661,pmcng928,551817,RIVERDALE AUTO BODY SHOP SCHERERVILLE,cc:6154813
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:5951075
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:5951075
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:5586182
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:5586182
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:5572808
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:5335958
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:5335958
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:5261174
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:5259257
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:5259257
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:5122704
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:5122704
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:5012775
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:4904748
CIP_PERF1661,pmcng928,551817,RIVERDALE AUTO BODY SHOP SCHERERVILLE,cc:4879369
CIP_PERF1661,pmcng928,551817,RIVERDALE AUTO BODY SHOP SCHERERVILLE,cc:4879369
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:4723877
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:4723877
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHEREVILLE,cc:4552523
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHEREVILLE,cc:4552523
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:4522721
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:3917406
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:3917406
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHEREVILLE,cc:3898433
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:3449205
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:3243403
CIP_PERF1608,pmcng928,66457,GERBER COLLISION & GLASS,cc:3220107
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:3164783
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:3164783
CIP_PERF1661,pmcng928,551817,RIVERDALE BODY SHOP OF SCHERERVILLE,cc:3140026
CIP_PERF1660,pmcng928,573708,MIDWAY MOTORS COLLISION,cc:3113407
CIP_PERF1608,pmcng928,66457,GERBER COLLISION & GLASS,cc:3042622
CIP_PERF1608,pmcng928,66457,GERBER COLLISION & GLASS,cc:3042621
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY INC,cc:2852017
CIP_PERF1609,pmcng928,130506,EXQUISITE AUTO BODY,cc:1776818
CIP_PERF1608,pmcng928,66457,The Boyd Group,cc:1738824
