AO525150719540,01/27/2012,01/26/2013,354-426-7085,CNGDATACMN,CMN,FL,AO,CA,TP01
AO525150719740,01/27/2012,01/26/2013,354-426-7106,CNGDATACNI,CNI,FL,AO,CA,TP01
AO525150719840,01/27/2012,01/26/2013,354-426-7086,CNGDATACMO,CMO,FL,AO,CA,TP01
AO525150719940,01/27/2012,01/26/2013,354-426-7096,CNGDATACMY,CMY,FL,AO,CA,TP01
AO525150721340,01/27/2012,01/26/2013,354-426-7097,CNGDATACMZ,CMZ,FL,AO,CA,TP01
AO525150721540,01/27/2012,01/26/2013,354-426-7107,CNGDATACNJ,CNJ,FL,AO,CA,TP01
AO525150721740,01/27/2012,01/26/2013,354-426-7087,CNGDATACMP,CMP,FL,AO,CA,TP01
AO525150723040,01/27/2012,01/26/2013,354-426-7098,CNGDATACNA,CNA,FL,AO,CA,TP01
AO525150723240,01/27/2012,01/26/2013,354-426-7108,CNGDATACNK,CNK,FL,AO,CA,TP01
AO525150724740,01/27/2012,01/26/2013,354-426-7109,CNGDATACNL,CNL,FL,AO,CA,TP01
AO525150724840,01/27/2012,01/26/2013,354-426-7099,CNGDATACNB,CNB,FL,AO,CA,TP01
AO525150725040,01/27/2012,01/26/2013,354-426-7089,CNGDATACMR,CMR,FL,AO,CA,TP01
AO525150726440,01/27/2012,01/26/2013,354-426-7100,CNGDATACNC,CNC,FL,AO,CA,TP01
AO525150727940,01/27/2012,01/26/2013,354-426-7091,CNGDATACMT,CMT,FL,AO,CA,TP01
AO525150728340,01/27/2012,01/26/2013,354-426-7101,CNGDATACND,CND,FL,AO,CA,TP01
AO525150729540,01/27/2012,01/26/2013,354-426-7092,CNGDATACMU,CMU,FL,AO,CA,TP01
AO525150730140,01/27/2012,01/26/2013,354-426-7102,CNGDATACNE,CNE,FL,AO,CA,TP01
AO525150731140,01/27/2012,01/26/2013,354-426-7093,CNGDATACMV,CMV,FL,AO,CA,TP01
AO525150731840,01/27/2012,01/26/2013,354-426-7103,CNGDATACNF,CNF,FL,AO,CA,TP01
AO525150732740,01/27/2012,01/26/2013,354-426-7094,CNGDATACMW,CMW,FL,AO,CA,TP01
AO525150733240,01/27/2012,01/26/2013,354-426-7104,CNGDATACNG,CNG,FL,AO,CA,TP01
AO525150734240,01/27/2012,01/26/2013,354-426-7095,CNGDATACMX,CMX,FL,AO,CA,TP01
AO525150734640,01/27/2012,01/26/2013,354-426-7105,CNGDATACNH,CNH,FL,AO,CA,TP01
AO528144253240,05/20/2012,05/20/2013,354-426-6710,CNGDATABYC,BYC,PA,AO,CA,TP01
AO528144255240,05/20/2012,05/20/2013,354-426-6711,CNGDATABYD,BYD,PA,AO,CA,TP01
AO528144257040,05/20/2012,05/20/2013,354-426-6712,CNGDATABYE,BYE,PA,AO,CA,TP01
